time,layout,data
2023/07/03 16:51:10.158451378,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.258998417,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.358877110,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.458541479,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.558452383,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.658537704,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.758449520,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.858576470,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:10.958436771,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.58419369,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.158469386,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.258436185,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.358449262,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.458458392,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.558470297,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.657833530,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.758542025,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.858462568,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:11.958469183,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.58419563,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.158453621,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.258548763,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.358390801,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.458444194,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.558432217,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.658448342,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.758432716,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.858424224,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:12.958406785,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.58446614,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.158464984,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.258428179,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.358433565,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.458450251,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.558405250,"{'dim': [], 'data_offset': 0}",[]
2023/07/03 16:51:13.658427447,"{'dim': [], 'data_offset': 0}",[]
